,song_id_from_src,dataset,title,artist,genre,arousal_mean,arousal_std,valence_mean,valence_std,emotion_4Q,emotion_2Q,lyrics,language,general_genre
2516,ML1006,MoodyLyrics4Q,Superfast Jellyfish,Gorillaz,Alternative Rock,,,,,happy,positive,"[Intro] This morning, you've got time for a hot home cooked breakfast Delicious and piping hot in only three microwaved minutes Are you kidding?!  [Verse 1: Dave] Yo, pretty packages of frosted delights (Look, it comes with a toy! I like that) (I wanna number four, number six, and throw in a plastic donut) Just enjoy the gritty crunch that tastes just like chicken Rappers of many bite sizes (Man, are you freaking blind That's a rock) All mixed in the pot full Momma's homemade from scratch, but (not quite) Toasted over flames they be tasting (quite right)  [Verse 2: Posdnuos and (Dave)] All hail King Neptune and his water-breathers No snail thing too quick for his water-feeders ""Don't waste time"" with your net Our net worth is set Ready, go many know others but We be the colors of the mad and the wicked We be bad, we re-brick it With the twenty-four hour sign Shower mine habits While you dine like rabbits With the crunchy, crunchy carrots (Oh that's chicken) Gotta have it super fast  [Interlude] A whole line of breakfasts you've got time for  [Hook: Gruff Rhys] Super fast, super fast I come in last, but just in time for breakfast Keep us through, keep us through, whatever blue The night, the night throws at us Aluminum I crush for fun, aluminum The sea is radioactive, the sea is radioactive  [Verse 2: Posdnuos and (Dave)] All hail King Neptune and his water-breathers No snail thing too quick for his water-feeders ""Don't waste time"" with your net Our net worth is set Ready, go, many know others but We be the colors of the mad and the wicked We be bad, we re-brick it With the twenty-four hours sign Shower mine habits While you dine like rabbits With the crunchy, crunchy carrots (Oh, that's chicken) Gotta have it super fast  [Hook: 2D] Super fast, super fast I come in last, but just in time for breakfast Keep us through, keep us through, whatever blue The night, the night throws at us Aluminum I crush for fun, aluminum The sea is radioactive, the sea is radioactive  [Outro: 2D & (Posdnuos)] Superfast jellyfish Superfast jellyfish Superfast jellyfish Superfast jellyfish (Don't waste time) Superfast jellyfish Superfast jellyfish (The sea has gone silent) (What!) (Everybody loves jellyfish!) (Everybody loves jellyfish!) (Everybody loves jellyfish!) (Everybody loves jellyfish!) Superfast jellyfish, superfast jellyfish Superfast jellyfish, superfast jellyfish Superfast jellyfish, superfast jellyfish Superfast jellyfish, superfast jellyfish Superfast jellyfish, superfast jellyfish Superfast jellyfish, superfast jellyfish Superfast jellyfish, superfast jellyfish Superfast jellyfish, superfast jellyfish Superfast jellyfish, superfast jellyfish",en,Rock
3363,ML1853,MoodyLyrics4Q,My Story,Jean Grae,,,,,,sad,negative,"[Verse 1: Jean Grae] “If I could swim a thousand lakes to bring your life back...”  I write That, but infinity can’t rewind facts.  You are Divinity.  My primitive mind was struggling Just to understand the meaning of life, forgive me I never told my mommy, I couldn’t break her spirit.  She always Wished her daughter extraordinary thinking, so I Traveled alone, young, sixteen, got in The habit of not staying at home, doing the Sad walk like Bill Bixby, a dollar fifty Trips to the hospital so that Medicaid could fix me I couldn’t eat shit.  I fainted frequent On cold floors and I pause and I think, “Keep it” I’m lost.  My four friends know and just Fuck at the boys’ apartments for rent, so I’m all Wishing that it’s a dream ending soon.  I’ve actually Erased a lot that I’ve been through  [Hook: Jean Grae] See, when The rain comes down I know it’s falling for me And only for me And when The pain comes around, there’s nowhere Else I rather would be I know what I’ve done (Please forgive me)  [Verse 2: Jean Grae] Now all my bitter homies saying, “That’s what men do.”  Feeling Retarded for seeing partner potential.  On top Of that, the doctors telling me a heart murmur.  I can’t Take it, I’m contemplating a Glock burner, a Cop murderer.  I can’t leave.  This can’t be The tears streaming, and I can’t see they lanced me And I’m passing out, and this is just for blood.  They had To cover the mass amounts.  I’ve had enough And you don’t know what it’s like in waiting rooms, and out- -side, their picketing pictures could slay you They’re screaming, “Victims,” and spitting ‘til they shame you I hold my head low and shiver, push my way through They put you in a room where you can change into Your gown and shower cap, shaking as a fiend would do And that’s when you think of leaving, fleeing the building And then they call you and you’re hearing the call of your children They count down from ten now.  You wanna stop ‘em, but You say it in your head: you’re out for the cut And then you wake up in another room with plenty others They call it recovery.  You’re thinking, “We ain’t mothers” And then prescription pills, written a ‘script with chills An understatement.  You’re dressed but you’re naked still And your brain won’t think straight Wait.  Can’t finish this  [Hook: Jean Grae] See, when The rain comes down I know it’s falling for me And only for me And when The pain comes around, there’s nowhere Else I rather would be I know what I’ve done (Please forgive me)  [Verse 3: Jean Grae] I kept it bottled up.  My parents found the pills Screaming, “God what have you done?”  Cried ‘til I snotted blood Then got a gun.  My temple ran quick though From the thought, then the worst: I was caught in the same place A year later.  For me, that’s when hatred started My faith martyred.  I’ve dated the father of a father Then I moved on.  Years passed, the guilt’s Worse and it builds ‘til your heart’s smashed Then I miscarried.  Twenty-two age, I was headed to A breakdown, swallowed up some pills and I laid down I was a failure at that too, bailed from The rap then, but fate took me back in “Sing” is a tattoo my fingers attached with.  Twenty-seven With three kids that I never met.  What if I Was Catholic?  Wonder if they hate me, thinking how Their mother could ever murder?  Well take me, Hell To the depths where the brimstone chokes me constantly I am a monster, see.  How could I possibly Correspond with God when I gave the authority To end their life? But it’s never over, even if we have a child They could have had a brother or a sister or both I’m thinking about another life that almost got close Praying that, in another time, we could have changed posts If I could just reverse time, I would I don’t know what I would do.  Honestly, it’s not good I’m sorry...",en,
3483,ML1973,MoodyLyrics4Q,"No, You Don't",Nine Inch Nails,Industrial Metal,,,,,angry,negative,"Smiling in their faces While filling up the hole So many dirty little places In your filthy little worn out Broken down see through soul  Baby's got a problem Tries so hard to hide Got to keep it on the surface Because everything else is dead on the other side  Teeth in the necks of everyone you know You can keep on sucking until the blood won't flow When it starts to hurt, it only helps it grow Taking all you need (But not this time) No, you don't  And just for the record Just so you know I did not believe That you could sink so low  You think that you can beat them I know that you won't You think you have everything But no, you don't  No, you don't No, you don't No, you don't No, you don't No, you don't No, you don't No, you don't No, you don't",en,Metal
2251,ML741,MoodyLyrics4Q,Spiderwebs,No Doubt,Pop,,,,,happy,positive,"[Verse 1] You think that we connect That the chemistry's correct Your words walk right through my ears Presuming I like what I hear  [Pre-Chorus 1] And now I'm stuck in the The web you're spinning You've got me for your prey  [Chorus] Sorry I'm not home right now I'm walking into spiderwebs So leave a message and I'll call you back A likely story, but leave a message And I'll call you back  [Verse 2] You're intruding on what's mine And you're taking up my time Don't have the courage inside me To tell you please let me be  [Pre-Chorus 2] Communication A telephonic invasion I'm planning my escape  [Chorus] Sorry I'm not home right now I'm walking into spiderwebs So leave a message and I'll call you back A likely story, but leave a message And I'll call you back  [Post-Chorus] And it's all your fault I screen my phone calls No matter who calls I gotta screen my phone calls  [Bridge] Now it's gone too deep (Now it's gone too deep) You wake me in my sleep (You wake me in my sleep) My dreams become nightmares 'Cause you're ringing in my ears  [Chorus] Sorry I'm not home right now I'm walking into spiderwebs So leave a message and I'll call you back A likely story, but leave a message And I'll call you back  [Post-Chorus] And it's all your fault I screen my phone calls No matter, matter, matter who calls I gotta screen my phone calls  [Post-Chorus] Oooh, the spiderwebs Leave a message and I'll call you back I'm walking into spiderwebs So leave a message and I'll call you back  [Post-Chorus] It's all your fault I screen my phone calls No matter, matter, matter who calls I gotta screen my phone calls It's all your fault It's all your fault No matter who calls Matter who calls  [Breakdown] I'm walking into spiderwebs So leave a message and I'll call you back I'm walking into spiderwebs Leave a message and I'll call you back  [Outro] It's all your fault (I'm walking into spiderwebs) No matter who calls (So leave a message and I'll call you back) I gotta screen my phone calls (I'm walking into spiderwebs) It's all your fault (Leave a message and I'll call you back) No matter, matter matter who calls (I'm walking into spiderwebs) I screen my phone calls (Leave a message and I'll call you back) I'm walking into spiderwebs Leave a message and I'll call you back",en,Pop
2735,ML1225,MoodyLyrics4Q,It's So Simple,Saosin,Rock,,,,,angry,negative,I never thought you would lose yourself The hardest part was falling down again (Have you had enough yet?) I'm a fool to watch you walk away Are you bothered by the choice you made? When we fall to the ground Slowly we're safe and sound It's so simple to be afraid It's so simple when you know who you are It's so simple to be afraid It's so simple when you know who you are I caught you lying to yourself Now everything is speeding 'round and around (They take us to the ground) Well I'm a fool to watch but never say Are you bothered by the choice you made? When we fall to the ground Slowly we're safe and sound It's so simple to be afraid It's so simple when you know who you are It's so simple to be afraid It's so simple when you know who you are But maybe we were wrong.. When will you know That you can feel belonged I think you fell in deeper than you imagined It's so simple to be afraid (It's so simple) It's so simple when you know who you are It's so simple to be afraid (It's so simple) It's so simple when you know who you are,en,Rock
2594,ML1084,MoodyLyrics4Q,Nothing Else Matters,Lucie Silvas,Pop,,,,,sad,negative,"[Chorus] So close, no matter how far Couldn't be much more from the heart Forever trusting who we are 'Cause nothing else matters  [Verse 1] Never opened myself this way Life is ours, we do it our way All these words I don't just say 'Cause nothing else matters  [Bridge] Never cared for what they do, no Never cared for what they know, no But I know  [Chorus] So close, no matter how far Couldn't be much more from the heart Forever trusting who we are 'Cause nothing else matters  [Bridge] Never cared for what they do, no Never cared for what they know, no Never cared for what they do, no But I know  [Verse 2] Trust I seek and I find in you Every day for us, something new Open mind for a different view 'Cause nothing else matters, oh  [Chorus] So close, no matter how far Couldn't be much more from the heart Forever trusting who we are 'Cause nothing else matters 'Cause nothing else matters",en,Pop
3243,ML1733,MoodyLyrics4Q,Fade Away,Seether,Alternative Metal,,,,,sad,negative,"I wanna be there when you call I wanna catch you when you fall I wanna be the one you need I wanna be the one you breathe Today's the day we'll fade away, oh Today's the day we'll fade away, oh Today's the day we'll find our way grown Today's the day we'll fade away I wanna be there when you cry And when you're down, I'll help you fly I wanna be the one you need I wanna be the one you breathe Today's the day we'll fade away, oh Today's the day we'll fade away, oh Today's the day we'll find our way grown Today's the day we'll fade away, oh But I'm coming back And I'm taking back everything I can It's breaking me up and tearing me up It's all I have And I'm coming back And I'm taking back everything I can It's breaking me up and tearing me up It's all I have Today's the day we'll fade away, oh Today's the day we'll fade away, oh Today's the day we'll find our way grown Today's the day we'll fade away, oh Today's the day we'll fade away, oh Today's the day we'll fade away",en,Metal
2613,ML1103,MoodyLyrics4Q,Savant,Oceansize,,,,,,sad,negative,"The future hates cast asleep but the film remains This aftertaste, all I wanted is that which I gave Master slave, I burn fast on sinking ships And I can talk, I place pride on tick and tock And its lonely silent until dawn, rites of passage open doors But I’m not frightened Master slave, line and sinker take the bait Where others float, you and I crash land Where others float, you and I crash land Where I see us in far away skies, I could not say Where I am lost, the darkness falls upon the day Where I see us in far away skies, I could not say Where I am lost, the darkness falls upon the day Where I see us in far away skies, I could not say Where I am lost, the darkness falls upon the day Where I see us in far away skies, I could not say Where I am lost, the darkness falls upon the day Where I see us in far away skies, I could not say Where I am lost, the darkness falls upon the day Where I see us in far away skies, I could not say Where I am lost, the darkness falls upon the day",en,
2842,ML1332,MoodyLyrics4Q,Hurry,Sleeping at Last,,,,,,relaxed,positive,"Hurry, hurry Come quickly And leave all logic aside Don't say a word Just listen carefully to me... ""The world is ours if we could only let it be"" Every move we make Will trigger another And evrey small mistake Will be a messenger... ""The world is ours if we could only let it be The world is ours if we would only let it be."" Our lives are weaving like a thread Within each other, faithfully Sharing in our joys and miseries And all that the world can give Always, always In the depths of our souls Flickers of hope will show so clear Like a pearl in the sea A pearl in the sea (the smiles on faces born in farmilliar places We'll build ourselves islands upon the deepest oceans) For the last time This could be the last time To pull it from the water To wear around our necks ""The world is ours if we could only let it be The world is ours if we would only let it be"" Hurry, hurry, hurry, hurry",en,
2498,ML988,MoodyLyrics4Q,One More Time,Fractured,,,,,,sad,negative,"Don't look back just go away, save your threats for another day. I gave it all for a glimmer of hope, I showed you love now I'm your joke. Just fucking choke One more time I'm left broken One more time words unspoken One more time emptiness inside One more time I'm living a lie Wasted time is all I have left, the broken promises I kept. Oblivious to you, oblivious to me you can't handle reality One more time I'm left broken One more time words unspoken One more time emptiness inside One more time I'm living a lie You - will never fade away",en,
1923,ML413,MoodyLyrics4Q,Thank You For The Music,Abba,Pop,,,,,happy,positive,"[Verse 1] I'm nothing special, in fact I'm a bit of a bore If I tell a joke, you've probably heard it before But I have a talent, a wonderful thing 'Cause everyone listens when I start to sing I'm so grateful and proud All I want is to sing it out loud  [Chorus] So I say thank you for the music, the songs I'm singing Thanks for all the joy they're bringing Who can live without it? I ask in all honesty What would life be? Without a song or a dance, what are we? So I say thank you for the music, for giving it to me  [Verse 2] Mother says I was a dancer before I could walk Mhm, she says I began to sing long before I could talk And I've often wondered, how did it all start? Who found out that nothing can capture a heart Like a melody can? Well, whoever it was, I'm a fan  [Chorus] So I say thank you for the music, the songs I'm singing Thanks for all the joy they're bringing Who can live without it? I ask in all honesty What would life be? Without a song or a dance, what are we? So I say thank you for the music, for giving it to me  [Bridge] I've been so lucky I am the girl with golden hair I wanna sing it out to everybody What a joy, what a life, what a chance  [Chorus] Thank you for the music, the songs I'm singing Thanks for all the joy they're bringing Who can live without it? I ask in all honesty What would life be? Without a song or a dance, what are we? So I say thank you for the music, for giving it to me  [Outro] So I say thank you for the music, for giving it to me",en,Pop
2617,ML1107,MoodyLyrics4Q,Let Me Lie,Hayley Westenra,New Age,,,,,relaxed,positive,Let me lie on grasses green On my mother earth I lean  Let me lie on grasses green On my mother earth I lean  Under burning sun Through my veins she runs  Let me breathe the forest air It's the life force that we all share Feel my burning tears  Heal me through as I lie Here with you Heal me through Let me sleep and keep me close  Heal me through as I lie Here with you Heal me through Let me sleep and keep me close  Let me lie on grasses green On my mother earth I lean Under burning sun Through my veins she runs  Heal me through as I lie Here with you Heal me through Let me sleep and keep me close  Heal me through as I lie Here with you Heal me through Let me sleep and keep me close  Let me lie on grasses green On my mother earth I lean Under burning sun Through my veins she runs  Heal me through as I lie Here with you Heal me through Let me sleep and keep me close  Heal me through as I lie Here with you Heal me through Let me sleep and keep me close  Under burning sun Through my veins she runs Her and I are one,en,Electronic
3078,ML1568,MoodyLyrics4Q,Xmas Curtain,My Morning Jacket,,,,,,relaxed,positive,"[Verse 1] Hey The Christmas curtain falls on lawbreakers who pave the way For thoughtless folks like me and J who'd pay But can't afford the finer things in life So we heist them all We're criminals that never break the law  [Verse 2] So To all you frowns, go down to town square and get some action From the Christmas girl that lives inside your womb She's always there, I think that I'm certain You pay to get behind her Christmas curtain You're the criminal that never breaks the law",en,
2423,ML913,MoodyLyrics4Q,Loch Raven,Animal Collective,Psychedelic Rock,,,,,relaxed,positive,"I will not give up on you I will not give up on you I will not give up on you I will not give up on you (I will not give up on you) Cute red hood come walk with me (I will not give up on you) Leave your room mate friend (I will not give up on you) Come up to this apartment with me (I will not give up on you) Your soft feet will melt (I will not give up on you) They walked so far, jumped workin' streets (I will not give up on you) They need to feel some furs (I will not give up on you) Come up to my den with me Wait just a second (I will not give up on you) Oh, I'm fevering Oh, you make me want to... Now I'm gonna gonna chase you (I will not give up on you) Oh, I'm fevering Oh, you make me want to... Now I'm gonna gonna chase you (I will not give up on you) Oh, I'm fevering Oh, you make me want to... Now I'm gonna gonna chase you (I will not give up on you) Oh, I'm fevering Oh, you make me want to... Now I'm gonna gonna chase you (I will not give up on you) Ooh ooh Ooh, ooh-ooh, ooh Ooh ooh Ooh, ooh-ooh, ooh (I will not give up on you) Ooh ooh Ooh ooh-ooh ooh Ooh ooh Ooh, ooh-ooh, ooh Cute red hood come walk with me Leave your room mate friend Come up to this apartment with me Wait just a second Oh, I'm fevering Oh, you make me want to... Now I'm gonna gonna chase you (I will not give up on you) Oh, I'm fevering Oh, you're some feet above her Now I'm gonna gonna chase you (I will not give up on you) Oh, I'm fevering Oh, you make me want to... Now I'm gonna gonna chase you (I will not give up on you) Oh, I'm fevering Oh, you're some feet above her Now I'm gonna gonna chase you (I will not give up on you) Ooh ooh Ooh ooh-ooh ooh Ooh ooh Ooh, ooh-ooh, ooh Ooh ooh Ooh ooh-ooh ooh Ooh ooh Ooh, ooh-ooh, ooh Ooh ooh Ooh ooh-ooh ooh Ooh ooh Ooh, ooh-ooh, ooh Ooh ooh Ooh ooh-ooh ooh Ooh ooh Ooh, ooh-ooh, ooh Ooh ooh Ooh ooh-ooh ooh Ooh ooh Ooh, ooh-ooh, ooh Ooh ooh Ooh ooh-ooh ooh Ooh ooh Ooh, ooh-ooh, ooh Ooh ooh Ooh ooh-ooh ooh Ooh ooh Ooh, ooh-ooh, ooh",en,Rock
2343,ML833,MoodyLyrics4Q,Shadows Fall,The Coral,Indie,,,,,happy,positive,"[Verse 1] Morning calls, darkness draws Upon this day a shadow falls Silence warps through the halls Since I've been gone, gone, gone  [Verse 2] A hundred years from today Lamplights ablaze, pave my way Til Jesus saves my early grave I will be gone, gone, gone  [Verse 3] Drop the anchor, lift my heart From stem to stern, I'm torn apart Mount my horse, park my cart Tomorrow I'm gone, gone, gone  [Verse 4] Seek the hull, leave the deck Silver moon, silhouette In due time you will forget That I am gone, gone , gone Since I've been gone, gone, gone I will be gone, gone , gone Tomorrow I'm gone, gone, gone",en,Pop
2031,ML521,MoodyLyrics4Q,For the Damaged,Blonde Redhead,Alternative Rock,,,,,angry,negative,"Maybe again He will be alone Guess we're equally damaged Find your name Do it all the same equally Signal when you can't breathe no more Say you were me Then you could see the view You'll know we are equally damaged Don't be a fool, make it easier You'll learn to say when Signal if you can't say, ""no more"" Don't cross your finger Sundays will never change They keep on coming You'll be a freak And I'll keep you company...",en,Rock
3423,ML1913,MoodyLyrics4Q,Inferno,Lunascape,,,,,,relaxed,positive,"Your love Inferno Defines your anger The way you are My love inferno Angenlic candle, gelignite I'll try to cease the burning of you How can I enjoy your inferno? Inferno, could you be eternal? I'll refuse your love Endless inferno Reveals your sorrow For every page I'll try to break Your catherine wheel again",en,
1611,ML101,MoodyLyrics4Q,Psycho Killer,Talking Heads,New Wave,,,,,angry,negative,"[Verse 1] I can't seem to face up to the facts I'm tense and nervous and I can't relax I can't sleep 'cause my bed's on fire Don't touch me, I'm a real live wire  [Chorus] Psycho killer, qu'est-ce que c'est? Fa-fa-fa-fa, fa-fa-fa-fa-fa, fa, better Run, run, run, run, run, run, run away Oh, oh Psycho killer, qu'est-ce que c'est? Fa-fa-fa-fa, fa-fa-fa-fa-fa, far better Run, run, run, run, run, run, run away Oh, oh, oh, oh, aye-ya-ya-ya-ya  [Verse 2] You start a conversation, you can't even finish it You're talking a lot, but you're not saying anything When I have nothing to say, my lips are sealed Say something once, why say it again?  [Chorus] Psycho killer, qu'est-ce que c'est? Fa-fa-fa-fa, fa-fa-fa-fa-fa, fa, better Run, run, run, run, run, run, run away Oh, oh Psycho killer, qu'est-ce que c'est? Fa-fa-fa-fa, fa-fa-fa-fa-fa, fa, better Run, run, run, run, run, run, run away Oh, oh, oh, oh, aye-ya-ya-ya-ya  [Bridge] Ce que j'ai fait, ce soir-là Ce qu'elle a dit, ce soir-là Réalisant mon espoir Je me lance, vers la gloire, okay Aye-ya-ya-ya-ya-ya-ya-ya-ya-ya-ya-yeah We are vain and we are blind I hate people when they're not polite  [Chorus] Psycho killer, qu'est-ce que c'est? Fa-fa-fa-fa, fa-fa-fa-fa-fa, fa, better Run, run, run, run, run, run, run away Oh, oh Psycho killer, qu'est-ce que c'est? Fa-fa-fa-fa, fa-fa-fa-fa-fa, far better Run, run, run, run, run, run, run away Oh, oh, oh, oh, aye-ya-ya-ya-ya  [Guitar Solo]  [Outro] Hey, hey, hey, hey",en,Rock
3250,ML1740,MoodyLyrics4Q,Hate Worldwide,Slayer,Thrash Metal,,,,,angry,negative,"I stab you right between the eyes You awaken from the lies I said it ever since the inception Where the masters of deception I'm a godless heretic Not a god-fearing lunatic That's why it's become my obsession To treat God like an infection  My scars insane, my life profane I deny, defy, and spread a little hate, worldwide!  Like a storm that devastates Religious doubt I instigate Take a listen to my confession There is no filter on my aggression With a blister open wide To keep the massacre alive I got cold devastation With my moral imperfection  My scars insane, my life profane I deny, defy, and spread a little hate, worldwide!  Religious death, I instigate From what the bible demonstrates Does it document creation Of this hopeless infliction Of a godless heretic Not a god-fearing lunatic That's why it's become my obsession To treat God like an infection  My scars insane, my life profane I deny, defy, and spread a little hate, worldwide!  Open life scars, crushing open wounds The walls of this scene will be crashing at you You left senseless mentally unfit Never fucking heard from you again Never fucking heard from again",en,Metal
1694,ML184,MoodyLyrics4Q,I Wanna Be Loved By You,Marilyn Monroe,,,,,,happy,positive,"I wanna be loved by you, just you And nobody else but you I wanna be loved by you alone Boop-boop-de-boop! I wanna be kissed by you, just you Nobody else but you I wanna be kissed by you alone I couldn't aspire To anything higher Than to feel the desire To make you my own Ba-dum-ba-dum-ba-doodly-dum-boo I wanna be loved by you, just you And nobody else but you I wanna be loved by you alone I couldn't aspire To anything higher Than to feel the desire To make you my own Ba-dum-ba-dum-ba-doodly-dum-boo! I wanna be loved by you, just you Nobody else but you I wanna be loved by you Ba-deedly-deedly-deedly-dum-ba-boop-bee-doop",en,
2931,ML1421,MoodyLyrics4Q,I Couldn't Sleep,Au Revoir Simone,Pop,,,,,relaxed,positive,"I couldn't sleep Didn't want comforting Just company to sleep And then in dreams we meet And stay asleep I awoke feeling restless Didn't know quite where I was Though I felt far away and cold It was so late but my mind was curious It was quiet, snowing with frosted windows I had a book but wasn't reading just watching you Didn't want comforting Just company, oh be sweet It could go either way Based on what they say I didn't wish to be somewhere else Your face was comforting to me I don't remember you smiling But just the same I didn't know you You didn't know what to make of me It was peaceful that night A kind of friendship all too serious",en,Pop
2350,ML840,MoodyLyrics4Q,Love Grows (Where My Rosemary Goes),Edison Lighthouse,,,,,,happy,positive,"She ain't got no money Her clothes are kinda funny Her hair is kinda wild and free Oh, but love grows where my Rosemary goes And nobody knows like me  She talks kinda lazy And people say she's crazy And her life's a mystery Oh, but love grows where my Rosemary goes And nobody knows like me  There's something about her hand holding mine It's a feeling that's fine And I just gotta say, hey! She's really got a magical spell And it's working so well That I can't get away  I'm a lucky fella And I just got to tell her That I love her endlessly Because love grows where my Rosemary goes And nobody knows like me  There's something about her hand holding mine It's a feeling that's fine And I just gotta say, hey! She's really got a magical spell And it's working so well That I can't get away  I'm a lucky fella And I just got to tell her That I love her endlessly Because love grows where my Rosemary goes And nobody knows like me  It keeps growing every place she's been And nobody knows like me If you've met her, you'll never forget her And nobody knows like me La la la, believe it when you've seen it Nobody knows like me",en,
3286,ML1776,MoodyLyrics4Q,And With Her Came The Birds,Cult of Luna,Post-Rock,,,,,sad,negative,"Night falls, silence takes a grip. Guilt I retrieved, a burning will to die I need this to be over before I am bleeding dry Somewhere along the highway these tracks must end I pass a crowd on my way to the house on the hill Dead man with pitchfork arms tells me all that he knows Leave me here for the crows In the Fall she came back, and with her the birds",en,Rock
2902,ML1392,MoodyLyrics4Q,Another worthless day,Von Hertzen Brothers,,,,,,sad,negative,Music: Mikko von Hertzen Words: Mikko von Hertzen Silence The world is still sleeping Nobody but me and the candlelight I see the shadow of the flame My breathing makes it play On your face my love on the picture On the wall… First sunray The world is creeping in Another lonely day with it standing on my way The twinkle in your eye Appears to me in light Would you take my hand And lead me through without a fight Another worthless day Nowhere to go nowhere to feel at home Another lonely day I need your love can't make it on my own The paperboy comes by With news that makes me cry,en,
1678,ML168,MoodyLyrics4Q,Psychotron,Megadeth,Thrash Metal,,,,,angry,negative,"[Instrumental Intro]  Psychotron  Assassin in stealth, assailant from Hell Impervious to damage  Computer on-board, engaged in a war Non-stop combatant  Maybe not a mutant, maybe a man?  Part bionic and organic Not a cyborg Part bionic and organic Not a cyborg, call him Psychotron  Burning inside, godspeed in glide Battle plan running  A killing machine, just downright mean And forever cunning  Maybe not a mutant, maybe a man?  Part bionic and organic Not a cyborg Part bionic and organic Not a cyborg, call him Psychotron Part bionic and organic Not a cyborg Part bionic and organic Not a cyborg, call him Psychotron  [Guitar Solo]  Target to destroy, arms in employ Full assault fire threat  Sensors indicate you will terminate Life systems disconnect  Part bionic and organic Not a cyborg Part bionic and organic Not a cyborg, call him Psychotron Part bionic and organic Not a cyborg Part bionic and organic Not a cyborg, call him Psychotron  [Instrumental Break]  Psychotron Psychotron Psychotron Psychotron...",en,Metal
2649,ML1139,MoodyLyrics4Q,Small Planes,The Innocence Mission,,,,,,sad,negative,"I know what you mean When you want to run to meet the world Intentions may not carry you far Small planes are here But they never leave my room at all They don't make it through They don't make it out I want to be like Sister Veronica Whose life connects with so many lives Small planes are here But they never leave my room at all They don't make it through They don't make it out My words to him They didn't touch him, not at all And I never can say what I mean to say Small planes are here But they never leave my room at all They don't make it through They don't make it out Twenty-five miles or thousands of miles When am I going to leave here? Twenty-five miles or thousands of miles When am I going to get there? Twenty-five miles or thousands of miles Who am I going to help there? Twenty-five miles or thousands of miles When am I going to get there?",en,
1949,ML439,MoodyLyrics4Q,I'm Gonna Getcha Good!,Shania Twain,Country,,,,,happy,positive,"[Intro] Ahh Let's go Mmm  [Verse 1] Don't wantcha for the weekend Don't wantcha for a night I'm only interested if I can have you for life, yeah (Yeah) Uhh, I know I sound serious And, baby, I am (I am) You're a fine piece of real estate, and I'm gonna get me some land (Some land) Oh, yeah  [Pre-Chorus] So don't try to run, honey Love can be fun There's no need to be alone When you find that someone  [Chorus] (I'm gonna getcha) I'm gonna getcha while I gotcha in sight (I'm gonna getcha) I'm gonna getcha if it takes all night (Yeah, you can betcha) You can betcha by the time I say ""Go,"" you'll never say ""No"" (I'm gonna getcha, I'm gonna getcha) I'm gonna getcha, it's a matter of fact (I'm gonna getcha) I'm gonna getcha, don't you worry 'bout that (Yeah, you can betcha) You can bet your bottom dollar in time, you're gonna be mine Just like I should, I'll getcha good! Yeah, ahh-ahh, hoo  [Verse 2] I've already planned it Here's how it's gonna be (Here's how it's gonna be), ah I'm gonna love you, and you're gonna fall in love with me Yeah, yeah  [Pre-Chorus] So don't try to run, honey Love can be fun There's no need to be alone When you find that someone  [Chorus] (I'm gonna getcha) I'm gonna getcha while I gotcha in sight (I'm gonna getcha) I'm gonna getcha if it takes all night (Yeah, you can betcha) You can betcha by the time I say ""Go,"" you'll never say ""No"" (I'm gonna getcha, I'm gonna getcha) I'm gonna getcha, it's a matter of fact (I'm gonna getcha) I'm gonna getcha, don't you worry 'bout that (Yeah, you can betcha) You can bet your bottom dollar in time, you're gonna be mine Just like I should, I'll getcha good! Uh-uh-uh, oh  [Bridge] Yeah, I'm gonna getcha, baby I'm gonna knock on wood I'm gonna getcha somehow, honey Yeah, I'm gonna make it good, oh Yeah, yeah, yeah, yeah Oh, yeah  [Pre-Chorus] So don't try to run, honey Love can be fun There's no need to be alone When you find that someone  [Chorus] (I'm gonna getcha) I'm gonna getcha while I gotcha in sight (I'm gonna getcha) I'm gonna getcha if it takes all night (Yeah, you can betcha) You can betcha by the time I say ""Go,"" you'll never say ""No"" (I'm gonna getcha, I'm gonna getcha) I'm gonna getcha, it's a matter of fact (I'm gonna getcha) I'm gonna getcha, don't you worry 'bout that (Yeah, you can betcha) You can bet your bottom dollar in time, you're gonna be mine (I'm gonna getcha, I'm gonna getcha) Oh, I'm gonna getcha, I'm gonna getcha real good Yeah, you can betcha, oh, I'm gonna getcha (I'm gonna getcha) Just like I should, I'll getcha good!  [Outro] Oh, I'm gonna getcha good!",en,Country
